<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
FXRU [TQTF],Daily,20150505,000000,466.000000,466.000000,457.000000,460.000000,120.000000
FXRU [TQTF],Daily,20150506,000000,453.000000,455.000000,453.000000,455.000000,110.000000
FXRU [TQTF],Daily,20150507,000000,459.000000,460.000000,455.000000,455.000000,410.000000
FXRU [TQTF],Daily,20150508,000000,461.000000,462.000000,460.000000,462.000000,420.000000
FXRU [TQTF],Daily,20150512,000000,463.000000,463.000000,460.000000,460.000000,180.000000
FXRU [TQTF],Daily,20150513,000000,450.000000,452.000000,450.000000,452.000000,210.000000
FXRU [TQTF],Daily,20150514,000000,462.000000,463.000000,460.000000,460.000000,370.000000
FXRU [TQTF],Daily,20150515,000000,461.000000,467.000000,461.000000,463.000000,14000.000000
FXRU [TQTF],Daily,20150518,000000,459.000000,459.000000,459.000000,459.000000,700.000000
FXRU [TQTF],Daily,20150519,000000,460.000000,460.000000,460.000000,460.000000,700.000000
FXRU [TQTF],Daily,20150520,000000,464.000000,464.000000,462.000000,462.000000,510.000000
FXRU [TQTF],Daily,20150521,000000,464.000000,465.000000,464.000000,465.000000,70.000000
FXRU [TQTF],Daily,20150522,000000,462.000000,466.000000,462.000000,466.000000,80.000000
FXRU [TQTF],Daily,20150525,000000,462.000000,462.000000,462.000000,462.000000,210.000000
FXRU [TQTF],Daily,20150526,000000,467.000000,469.000000,463.000000,469.000000,440.000000
FXRU [TQTF],Daily,20150527,000000,472.000000,481.000000,468.000000,481.000000,830.000000
FXRU [TQTF],Daily,20150528,000000,481.000000,486.000000,481.000000,486.000000,90.000000
FXRU [TQTF],Daily,20150529,000000,489.000000,489.000000,482.000000,483.000000,3090.000000
FXRU [TQTF],Daily,20150601,000000,485.000000,491.000000,485.000000,491.000000,760.000000
FXRU [TQTF],Daily,20150602,000000,490.000000,490.000000,488.000000,488.000000,60.000000
FXRU [TQTF],Daily,20150603,000000,489.000000,499.000000,488.000000,496.000000,850.000000
FXRU [TQTF],Daily,20150604,000000,503.000000,513.000000,500.000000,513.000000,10300.000000
FXRU [TQTF],Daily,20150605,000000,510.000000,518.000000,509.000000,515.000000,730.000000
FXRU [TQTF],Daily,20150608,000000,508.000000,514.000000,508.000000,509.000000,11150.000000
FXRU [TQTF],Daily,20150609,000000,507.000000,512.000000,505.000000,505.000000,7450.000000
FXRU [TQTF],Daily,20150610,000000,498.000000,498.000000,494.000000,494.000000,850.000000
FXRU [TQTF],Daily,20150611,000000,503.000000,503.000000,501.000000,501.000000,40.000000
FXRU [TQTF],Daily,20150615,000000,506.000000,506.000000,501.000000,501.000000,160.000000
FXRU [TQTF],Daily,20150616,000000,494.000000,498.000000,494.000000,494.000000,300.000000
FXRU [TQTF],Daily,20150617,000000,496.000000,496.000000,491.000000,493.000000,650.000000
FXRU [TQTF],Daily,20150618,000000,491.000000,492.000000,490.000000,492.000000,100.000000
FXRU [TQTF],Daily,20150619,000000,494.000000,500.000000,494.000000,499.000000,100.000000
FXRU [TQTF],Daily,20150622,000000,494.000000,496.000000,494.000000,494.000000,680.000000
FXRU [TQTF],Daily,20150623,000000,501.000000,501.000000,496.000000,496.000000,21960.000000
FXRU [TQTF],Daily,20150624,000000,495.000000,506.000000,495.000000,506.000000,1150.000000
FXRU [TQTF],Daily,20150625,000000,503.000000,510.000000,502.000000,510.000000,5180.000000
FXRU [TQTF],Daily,20150626,000000,506.000000,512.000000,506.000000,507.000000,280.000000
FXRU [TQTF],Daily,20150629,000000,509.000000,510.000000,504.000000,510.000000,800.000000
FXRU [TQTF],Daily,20150630,000000,509.000000,512.000000,509.000000,511.000000,130.000000
FXRU [TQTF],Daily,20150701,000000,511.000000,512.000000,508.000000,512.000000,1720.000000
FXRU [TQTF],Daily,20150702,000000,510.000000,511.000000,510.000000,511.000000,90.000000
FXRU [TQTF],Daily,20150703,000000,509.000000,516.000000,509.000000,516.000000,1820.000000
FXRU [TQTF],Daily,20150706,000000,519.000000,520.000000,516.000000,520.000000,940.000000
FXRU [TQTF],Daily,20150707,000000,527.000000,527.000000,521.000000,527.000000,870.000000
FXRU [TQTF],Daily,20150708,000000,522.000000,526.000000,520.000000,526.000000,200.000000
FXRU [TQTF],Daily,20150709,000000,520.000000,520.000000,517.000000,520.000000,210.000000
FXRU [TQTF],Daily,20150710,000000,520.000000,524.000000,520.000000,523.000000,5950.000000
FXRU [TQTF],Daily,20150713,000000,524.000000,524.000000,520.000000,521.000000,8730.000000
FXRU [TQTF],Daily,20150714,000000,525.000000,525.000000,520.000000,520.000000,210.000000
FXRU [TQTF],Daily,20150715,000000,523.000000,526.000000,523.000000,525.000000,4010.000000
FXRU [TQTF],Daily,20150716,000000,525.000000,528.000000,522.000000,526.000000,580.000000
FXRU [TQTF],Daily,20150717,000000,530.000000,532.000000,530.000000,532.000000,200.000000
FXRU [TQTF],Daily,20150720,000000,527.000000,533.000000,527.000000,531.000000,250.000000
FXRU [TQTF],Daily,20150721,000000,531.000000,531.000000,529.000000,529.000000,370.000000
FXRU [TQTF],Daily,20150722,000000,534.000000,534.000000,534.000000,534.000000,980.000000
FXRU [TQTF],Daily,20150723,000000,536.000000,538.000000,536.000000,538.000000,640.000000
FXRU [TQTF],Daily,20150724,000000,542.000000,547.000000,540.000000,543.000000,870.000000
FXRU [TQTF],Daily,20150727,000000,550.000000,557.000000,550.000000,554.000000,1680.000000
FXRU [TQTF],Daily,20150728,000000,557.000000,558.000000,557.000000,557.000000,1760.000000
FXRU [TQTF],Daily,20150729,000000,550.000000,554.000000,548.000000,550.000000,4490.000000
FXRU [TQTF],Daily,20150730,000000,544.000000,554.000000,544.000000,554.000000,1390.000000
FXRU [TQTF],Daily,20150731,000000,556.000000,565.000000,556.000000,565.000000,400.000000
FXRU [TQTF],Daily,20150803,000000,579.000000,585.000000,577.000000,581.000000,3820.000000
FXRU [TQTF],Daily,20150804,000000,584.000000,589.000000,583.000000,588.000000,4110.000000
FXRU [TQTF],Daily,20150805,000000,583.000000,586.000000,579.000000,579.000000,1800.000000
FXRU [TQTF],Daily,20150806,000000,595.000000,597.000000,593.000000,597.000000,610.000000
FXRU [TQTF],Daily,20150807,000000,600.000000,600.000000,594.000000,597.000000,990.000000
FXRU [TQTF],Daily,20150810,000000,599.000000,602.000000,593.000000,593.000000,790.000000
FXRU [TQTF],Daily,20150811,000000,590.000000,600.000000,588.000000,600.000000,200.000000
FXRU [TQTF],Daily,20150812,000000,602.000000,604.000000,598.000000,598.000000,1400.000000
FXRU [TQTF],Daily,20150813,000000,604.000000,604.000000,603.000000,604.000000,190.000000
FXRU [TQTF],Daily,20150814,000000,605.000000,605.000000,600.000000,603.000000,270.000000
FXRU [TQTF],Daily,20150817,000000,609.000000,609.000000,605.000000,605.000000,11480.000000
FXRU [TQTF],Daily,20150818,000000,608.000000,610.000000,608.000000,609.000000,4550.000000
FXRU [TQTF],Daily,20150819,000000,607.000000,615.000000,607.000000,615.000000,470.000000
FXRU [TQTF],Daily,20150820,000000,614.000000,623.000000,614.000000,619.000000,810.000000
FXRU [TQTF],Daily,20150821,000000,624.000000,635.000000,624.000000,629.000000,2420.000000
FXRU [TQTF],Daily,20150824,000000,653.000000,656.000000,648.000000,648.000000,1580.000000
FXRU [TQTF],Daily,20150825,000000,649.000000,649.000000,626.000000,634.000000,730.000000
FXRU [TQTF],Daily,20150826,000000,635.000000,643.000000,635.000000,636.000000,4070.000000
FXRU [TQTF],Daily,20150827,000000,620.000000,625.000000,613.000000,613.000000,6190.000000
FXRU [TQTF],Daily,20150828,000000,605.000000,625.000000,605.000000,606.000000,5960.000000
FXRU [TQTF],Daily,20150831,000000,626.000000,626.000000,613.000000,613.000000,4180.000000
FXRU [TQTF],Daily,20150901,000000,611.000000,616.000000,602.000000,616.000000,930.000000
FXRU [TQTF],Daily,20150902,000000,621.000000,628.000000,619.000000,622.000000,4150.000000
FXRU [TQTF],Daily,20150903,000000,623.000000,625.000000,619.000000,619.000000,1120.000000
FXRU [TQTF],Daily,20150904,000000,626.000000,628.000000,622.000000,623.000000,510.000000
FXRU [TQTF],Daily,20150907,000000,623.000000,637.000000,623.000000,636.000000,2040.000000
FXRU [TQTF],Daily,20150908,000000,633.000000,640.000000,630.000000,632.000000,2360.000000
FXRU [TQTF],Daily,20150909,000000,630.000000,633.000000,623.000000,633.000000,6830.000000
FXRU [TQTF],Daily,20150910,000000,640.000000,640.000000,630.000000,632.000000,1920.000000
FXRU [TQTF],Daily,20150911,000000,637.000000,638.000000,631.000000,632.000000,430.000000
FXRU [TQTF],Daily,20150914,000000,632.000000,632.000000,625.000000,629.000000,2050.000000
FXRU [TQTF],Daily,20150915,000000,632.000000,632.000000,624.000000,628.000000,810.000000
FXRU [TQTF],Daily,20150916,000000,618.000000,620.000000,613.000000,613.000000,1720.000000
FXRU [TQTF],Daily,20150917,000000,617.000000,622.000000,617.000000,617.000000,70.000000
FXRU [TQTF],Daily,20150918,000000,615.000000,621.000000,615.000000,621.000000,330.000000
FXRU [TQTF],Daily,20150921,000000,626.000000,627.000000,620.000000,620.000000,29220.000000
FXRU [TQTF],Daily,20150922,000000,625.000000,627.000000,621.000000,627.000000,600.000000
FXRU [TQTF],Daily,20150923,000000,620.000000,620.000000,613.000000,613.000000,3360.000000
FXRU [TQTF],Daily,20150924,000000,621.000000,626.000000,621.000000,624.000000,6870.000000
FXRU [TQTF],Daily,20150925,000000,615.000000,618.000000,615.000000,618.000000,1100.000000
FXRU [TQTF],Daily,20150928,000000,615.000000,618.000000,614.000000,617.000000,320.000000
FXRU [TQTF],Daily,20150929,000000,623.000000,623.000000,618.000000,618.000000,1490.000000
FXRU [TQTF],Daily,20150930,000000,618.000000,620.000000,613.000000,616.000000,170.000000
FXRU [TQTF],Daily,20151001,000000,616.000000,619.000000,613.000000,615.000000,1130.000000
FXRU [TQTF],Daily,20151002,000000,622.000000,631.000000,621.000000,623.000000,9540.000000
FXRU [TQTF],Daily,20151005,000000,618.000000,618.000000,607.000000,607.000000,4190.000000
FXRU [TQTF],Daily,20151006,000000,618.000000,618.000000,601.000000,604.000000,5240.000000
FXRU [TQTF],Daily,20151007,000000,601.000000,601.000000,587.000000,595.000000,10380.000000
FXRU [TQTF],Daily,20151008,000000,593.000000,593.000000,589.000000,589.000000,60.000000
FXRU [TQTF],Daily,20151009,000000,570.000000,589.000000,552.000000,587.000000,4310.000000
FXRU [TQTF],Daily,20151013,000000,591.000000,599.000000,591.000000,599.000000,1640.000000
FXRU [TQTF],Daily,20151014,000000,600.000000,605.000000,600.000000,602.000000,2320.000000
FXRU [TQTF],Daily,20151015,000000,593.000000,596.000000,593.000000,595.000000,1070.000000
FXRU [TQTF],Daily,20151016,000000,590.000000,590.000000,586.000000,590.000000,340.000000
FXRU [TQTF],Daily,20151019,000000,591.000000,597.000000,587.000000,596.000000,700.000000
FXRU [TQTF],Daily,20151020,000000,595.000000,600.000000,594.000000,594.000000,670.000000
FXRU [TQTF],Daily,20151021,000000,601.000000,606.000000,600.000000,600.000000,830.000000
FXRU [TQTF],Daily,20151022,000000,604.000000,604.000000,596.000000,596.000000,260.000000
FXRU [TQTF],Daily,20151023,000000,594.000000,597.000000,591.000000,591.000000,3030.000000
FXRU [TQTF],Daily,20151026,000000,596.000000,601.000000,592.000000,596.000000,800.000000
FXRU [TQTF],Daily,20151027,000000,610.000000,621.000000,609.000000,621.000000,240.000000
FXRU [TQTF],Daily,20151028,000000,622.000000,625.000000,608.000000,608.000000,250.000000
FXRU [TQTF],Daily,20151029,000000,614.000000,614.000000,609.000000,610.000000,780.000000
FXRU [TQTF],Daily,20151030,000000,615.000000,615.000000,608.000000,614.000000,19310.000000
FXRU [TQTF],Daily,20151102,000000,609.000000,618.000000,609.000000,616.000000,790.000000
FXRU [TQTF],Daily,20151103,000000,610.000000,612.000000,600.000000,604.000000,5470.000000
FXRU [TQTF],Daily,20151105,000000,609.000000,609.000000,604.000000,606.000000,4750.000000
FXRU [TQTF],Daily,20151106,000000,613.000000,619.000000,613.000000,619.000000,150.000000
FXRU [TQTF],Daily,20151109,000000,617.000000,619.000000,614.000000,619.000000,160.000000
FXRU [TQTF],Daily,20151110,000000,618.000000,618.000000,612.000000,617.000000,430.000000
FXRU [TQTF],Daily,20151111,000000,619.000000,619.000000,614.000000,618.000000,380.000000
FXRU [TQTF],Daily,20151112,000000,620.000000,631.000000,620.000000,629.000000,4930.000000
FXRU [TQTF],Daily,20151113,000000,635.000000,638.000000,632.000000,635.000000,7890.000000
FXRU [TQTF],Daily,20151116,000000,633.000000,638.000000,629.000000,637.000000,820.000000
FXRU [TQTF],Daily,20151117,000000,625.000000,628.000000,624.000000,627.000000,850.000000
FXRU [TQTF],Daily,20151118,000000,619.000000,624.000000,619.000000,623.000000,730.000000
FXRU [TQTF],Daily,20151119,000000,622.000000,623.000000,622.000000,623.000000,320.000000
FXRU [TQTF],Daily,20151120,000000,624.000000,625.000000,621.000000,622.000000,1220.000000
FXRU [TQTF],Daily,20151123,000000,630.000000,631.000000,624.000000,626.000000,3520.000000
FXRU [TQTF],Daily,20151124,000000,630.000000,639.000000,630.000000,630.000000,1310.000000
FXRU [TQTF],Daily,20151125,000000,630.000000,630.000000,630.000000,630.000000,200.000000
FXRU [TQTF],Daily,20151126,000000,627.000000,629.000000,627.000000,629.000000,1090.000000
FXRU [TQTF],Daily,20151127,000000,633.000000,636.000000,629.000000,629.000000,970.000000
FXRU [TQTF],Daily,20151130,000000,640.000000,640.000000,631.000000,633.000000,320.000000
FXRU [TQTF],Daily,20151201,000000,633.000000,636.000000,633.000000,635.000000,110.000000
FXRU [TQTF],Daily,20151202,000000,635.000000,642.000000,635.000000,642.000000,790.000000
FXRU [TQTF],Daily,20151203,000000,643.000000,651.000000,643.000000,647.000000,400.000000
FXRU [TQTF],Daily,20151204,000000,650.000000,658.000000,648.000000,657.000000,870.000000
FXRU [TQTF],Daily,20151207,000000,660.000000,663.000000,655.000000,658.000000,740.000000
FXRU [TQTF],Daily,20151208,000000,661.000000,670.000000,661.000000,670.000000,690.000000
FXRU [TQTF],Daily,20151209,000000,665.000000,665.000000,660.000000,663.000000,360.000000
FXRU [TQTF],Daily,20151210,000000,667.000000,667.000000,656.000000,656.000000,310.000000
FXRU [TQTF],Daily,20151211,000000,661.000000,669.000000,660.000000,668.000000,4700.000000
FXRU [TQTF],Daily,20151214,000000,670.000000,680.000000,670.000000,676.000000,1770.000000
FXRU [TQTF],Daily,20151215,000000,674.000000,678.000000,668.000000,671.000000,2280.000000
FXRU [TQTF],Daily,20151216,000000,670.000000,672.000000,668.000000,668.000000,380.000000
FXRU [TQTF],Daily,20151217,000000,672.000000,677.000000,670.000000,673.000000,1160.000000
FXRU [TQTF],Daily,20151218,000000,681.000000,681.000000,677.000000,679.000000,2720.000000
FXRU [TQTF],Daily,20151221,000000,677.000000,683.000000,677.000000,682.000000,4330.000000
FXRU [TQTF],Daily,20151222,000000,682.000000,682.000000,680.000000,680.000000,17490.000000
FXRU [TQTF],Daily,20151223,000000,677.000000,678.000000,675.000000,675.000000,1290.000000
FXRU [TQTF],Daily,20151224,000000,665.000000,676.000000,660.000000,675.000000,1240.000000
FXRU [TQTF],Daily,20151225,000000,677.000000,682.000000,672.000000,681.000000,520.000000
FXRU [TQTF],Daily,20151228,000000,678.000000,695.000000,678.000000,692.000000,2510.000000
FXRU [TQTF],Daily,20151229,000000,695.000000,699.000000,688.000000,688.000000,7810.000000
FXRU [TQTF],Daily,20151230,000000,697.000000,703.000000,695.000000,702.000000,2530.000000
FXRU [TQTF],Daily,20160104,000000,700.000000,700.000000,695.000000,695.000000,950.000000
FXRU [TQTF],Daily,20160105,000000,701.000000,702.000000,697.000000,697.000000,2450.000000
FXRU [TQTF],Daily,20160106,000000,706.000000,715.000000,705.000000,710.000000,520.000000
FXRU [TQTF],Daily,20160111,000000,715.000000,728.000000,714.000000,720.000000,5060.000000
FXRU [TQTF],Daily,20160112,000000,730.000000,730.000000,720.000000,721.000000,4350.000000
FXRU [TQTF],Daily,20160113,000000,725.000000,725.000000,720.000000,723.000000,420.000000
FXRU [TQTF],Daily,20160114,000000,727.000000,731.000000,722.000000,725.000000,1780.000000
FXRU [TQTF],Daily,20160115,000000,727.000000,737.000000,724.000000,731.000000,3270.000000
FXRU [TQTF],Daily,20160118,000000,775.000000,775.000000,740.000000,741.000000,2130.000000
FXRU [TQTF],Daily,20160119,000000,740.000000,743.000000,736.000000,743.000000,1730.000000
FXRU [TQTF],Daily,20160120,000000,750.000000,768.000000,750.000000,768.000000,2770.000000
FXRU [TQTF],Daily,20160121,000000,779.000000,806.000000,779.000000,781.000000,4050.000000
FXRU [TQTF],Daily,20160122,000000,751.000000,766.000000,741.000000,741.000000,4240.000000
FXRU [TQTF],Daily,20160125,000000,722.000000,757.000000,722.000000,747.000000,6560.000000
FXRU [TQTF],Daily,20160126,000000,771.000000,775.000000,746.000000,746.000000,2510.000000
FXRU [TQTF],Daily,20160127,000000,745.000000,750.000000,738.000000,741.000000,10060.000000
FXRU [TQTF],Daily,20160128,000000,738.000000,738.000000,722.000000,727.000000,13110.000000
FXRU [TQTF],Daily,20160129,000000,717.000000,727.000000,710.000000,723.000000,3150.000000
FXRU [TQTF],Daily,20160201,000000,732.000000,732.000000,724.000000,728.000000,970.000000
FXRU [TQTF],Daily,20160202,000000,745.000000,760.000000,741.000000,760.000000,4020.000000
FXRU [TQTF],Daily,20160203,000000,763.000000,763.000000,747.000000,762.000000,540.000000
FXRU [TQTF],Daily,20160204,000000,750.000000,750.000000,730.000000,732.000000,1730.000000
FXRU [TQTF],Daily,20160205,000000,740.000000,747.000000,738.000000,747.000000,770.000000
FXRU [TQTF],Daily,20160208,000000,739.000000,750.000000,736.000000,750.000000,1730.000000
FXRU [TQTF],Daily,20160209,000000,760.000000,760.000000,750.000000,750.000000,1460.000000
FXRU [TQTF],Daily,20160210,000000,764.000000,764.000000,746.000000,746.000000,3140.000000
FXRU [TQTF],Daily,20160211,000000,764.000000,774.000000,760.000000,770.000000,490.000000
FXRU [TQTF],Daily,20160212,000000,761.000000,763.000000,758.000000,758.000000,1480.000000
FXRU [TQTF],Daily,20160215,000000,750.000000,750.000000,740.000000,740.000000,400.000000
FXRU [TQTF],Daily,20160216,000000,739.000000,748.000000,729.000000,745.000000,980.000000
FXRU [TQTF],Daily,20160217,000000,753.000000,753.000000,729.000000,731.000000,2580.000000
FXRU [TQTF],Daily,20160218,000000,725.000000,726.000000,720.000000,725.000000,450.000000
FXRU [TQTF],Daily,20160219,000000,737.000000,747.000000,730.000000,741.000000,570.000000
FXRU [TQTF],Daily,20160220,000000,733.000000,747.000000,732.000000,747.000000,370.000000
FXRU [TQTF],Daily,20160222,000000,700.000000,737.000000,700.000000,727.000000,1510.000000
FXRU [TQTF],Daily,20160224,000000,730.000000,741.000000,730.000000,739.000000,370.000000
FXRU [TQTF],Daily,20160225,000000,738.000000,738.000000,731.000000,731.000000,1230.000000
FXRU [TQTF],Daily,20160226,000000,728.000000,731.000000,721.000000,729.000000,4670.000000
FXRU [TQTF],Daily,20160229,000000,735.000000,735.000000,725.000000,725.000000,1120.000000
FXRU [TQTF],Daily,20160301,000000,725.000000,725.000000,712.000000,712.000000,2840.000000
FXRU [TQTF],Daily,20160302,000000,710.000000,717.000000,710.000000,714.000000,3380.000000
FXRU [TQTF],Daily,20160303,000000,713.000000,718.000000,712.000000,715.000000,860.000000
FXRU [TQTF],Daily,20160304,000000,712.000000,714.000000,704.000000,704.000000,5760.000000
FXRU [TQTF],Daily,20160307,000000,747.000000,747.000000,696.000000,698.000000,2170.000000
FXRU [TQTF],Daily,20160309,000000,706.000000,706.000000,693.000000,694.000000,4790.000000
FXRU [TQTF],Daily,20160310,000000,693.000000,701.000000,680.000000,701.000000,1680.000000
FXRU [TQTF],Daily,20160311,000000,695.000000,695.000000,683.000000,686.000000,2410.000000
FXRU [TQTF],Daily,20160314,000000,692.000000,698.000000,689.000000,697.000000,840.000000
FXRU [TQTF],Daily,20160315,000000,692.000000,701.000000,692.000000,697.000000,1350.000000
FXRU [TQTF],Daily,20160316,000000,698.000000,700.000000,690.000000,693.000000,11530.000000
FXRU [TQTF],Daily,20160317,000000,690.000000,735.000000,672.000000,672.000000,10730.000000
FXRU [TQTF],Daily,20160318,000000,670.000000,681.000000,668.000000,675.000000,8710.000000
FXRU [TQTF],Daily,20160321,000000,682.000000,684.000000,671.000000,674.000000,1840.000000
FXRU [TQTF],Daily,20160322,000000,673.000000,678.000000,669.000000,671.000000,3950.000000
FXRU [TQTF],Daily,20160323,000000,671.000000,678.000000,669.000000,678.000000,740.000000
FXRU [TQTF],Daily,20160324,000000,683.000000,690.000000,681.000000,690.000000,3120.000000
FXRU [TQTF],Daily,20160325,000000,687.000000,687.000000,669.000000,671.000000,600.000000
FXRU [TQTF],Daily,20160328,000000,678.000000,686.000000,673.000000,686.000000,1010.000000
FXRU [TQTF],Daily,20160329,000000,682.000000,686.000000,680.000000,686.000000,9920.000000
FXRU [TQTF],Daily,20160330,000000,673.000000,675.000000,669.000000,675.000000,7430.000000
FXRU [TQTF],Daily,20160331,000000,677.000000,677.000000,666.000000,672.000000,8990.000000
FXRU [TQTF],Daily,20160401,000000,670.000000,684.000000,668.000000,679.000000,2990.000000
FXRU [TQTF],Daily,20160404,000000,682.000000,687.000000,679.000000,683.000000,8340.000000
FXRU [TQTF],Daily,20160405,000000,689.000000,693.000000,686.000000,693.000000,6480.000000
FXRU [TQTF],Daily,20160406,000000,686.000000,690.000000,681.000000,682.000000,5850.000000
FXRU [TQTF],Daily,20160407,000000,677.000000,683.000000,677.000000,683.000000,2870.000000
FXRU [TQTF],Daily,20160408,000000,676.000000,677.000000,672.000000,674.000000,2170.000000
FXRU [TQTF],Daily,20160411,000000,671.000000,677.000000,666.000000,671.000000,2790.000000
FXRU [TQTF],Daily,20160412,000000,652.000000,668.000000,652.000000,662.000000,2670.000000
FXRU [TQTF],Daily,20160413,000000,665.000000,665.000000,657.000000,665.000000,3700.000000
FXRU [TQTF],Daily,20160414,000000,671.000000,671.000000,663.000000,665.000000,2020.000000
FXRU [TQTF],Daily,20160415,000000,666.000000,671.000000,665.000000,669.000000,4060.000000
FXRU [TQTF],Daily,20160418,000000,672.000000,690.000000,664.000000,664.000000,14460.000000
FXRU [TQTF],Daily,20160419,000000,661.000000,662.000000,657.000000,662.000000,6330.000000
FXRU [TQTF],Daily,20160420,000000,667.000000,667.000000,662.000000,664.000000,740.000000
FXRU [TQTF],Daily,20160421,000000,660.000000,670.000000,655.000000,670.000000,4850.000000
FXRU [TQTF],Daily,20160422,000000,669.000000,671.000000,663.000000,664.000000,2610.000000
FXRU [TQTF],Daily,20160425,000000,669.000000,675.000000,667.000000,670.000000,1650.000000
FXRU [TQTF],Daily,20160426,000000,672.000000,673.000000,665.000000,667.000000,70600.000000
FXRU [TQTF],Daily,20160427,000000,665.000000,665.000000,656.000000,663.000000,31840.000000
FXRU [TQTF],Daily,20160428,000000,662.000000,662.000000,655.000000,655.000000,9960.000000
FXRU [TQTF],Daily,20160429,000000,656.000000,657.000000,649.000000,654.000000,35460.000000
FXRU [TQTF],Daily,20160504,000000,661.000000,676.000000,661.000000,675.000000,1900.000000
FXRU [TQTF],Daily,20160505,000000,672.000000,672.000000,665.000000,668.000000,990.000000
FXRU [TQTF],Daily,20160506,000000,687.000000,687.000000,668.000000,668.000000,4470.000000
FXRU [TQTF],Daily,20160510,000000,673.000000,674.000000,672.000000,674.000000,1320.000000
FXRU [TQTF],Daily,20160511,000000,675.000000,675.000000,660.000000,663.000000,4110.000000
FXRU [TQTF],Daily,20160512,000000,663.000000,665.000000,661.000000,665.000000,780.000000
FXRU [TQTF],Daily,20160513,000000,671.000000,671.000000,657.000000,665.000000,1740.000000
FXRU [TQTF],Daily,20160516,000000,664.000000,665.000000,661.000000,662.000000,1790.000000
FXRU [TQTF],Daily,20160517,000000,660.000000,663.000000,659.000000,661.000000,4750.000000
FXRU [TQTF],Daily,20160518,000000,666.000000,668.000000,663.000000,667.000000,1160.000000
FXRU [TQTF],Daily,20160519,000000,669.000000,682.000000,669.000000,682.000000,8890.000000
FXRU [TQTF],Daily,20160520,000000,676.000000,680.000000,675.000000,679.000000,1450.000000
FXRU [TQTF],Daily,20160523,000000,680.000000,685.000000,680.000000,683.000000,33610.000000
FXRU [TQTF],Daily,20160524,000000,683.000000,683.000000,676.000000,677.000000,47970.000000
FXRU [TQTF],Daily,20160525,000000,675.000000,675.000000,665.000000,667.000000,3990.000000
FXRU [TQTF],Daily,20160526,000000,665.000000,671.000000,660.000000,670.000000,1470.000000
FXRU [TQTF],Daily,20160527,000000,672.000000,674.000000,670.000000,671.000000,580.000000
FXRU [TQTF],Daily,20160530,000000,670.000000,673.000000,670.000000,672.000000,1200.000000
FXRU [TQTF],Daily,20160531,000000,670.000000,673.000000,670.000000,671.000000,840.000000
FXRU [TQTF],Daily,20160601,000000,679.000000,685.000000,678.000000,685.000000,6880.000000
FXRU [TQTF],Daily,20160602,000000,680.000000,693.000000,678.000000,689.000000,9000.000000
FXRU [TQTF],Daily,20160603,000000,687.000000,687.000000,678.000000,678.000000,6060.000000
FXRU [TQTF],Daily,20160606,000000,678.000000,678.000000,670.000000,675.000000,5080.000000
FXRU [TQTF],Daily,20160607,000000,676.000000,676.000000,670.000000,670.000000,8790.000000
FXRU [TQTF],Daily,20160608,000000,669.000000,670.000000,659.000000,664.000000,8690.000000
FXRU [TQTF],Daily,20160609,000000,659.000000,667.000000,655.000000,663.000000,4030.000000
FXRU [TQTF],Daily,20160610,000000,670.000000,671.000000,664.000000,668.000000,27730.000000
FXRU [TQTF],Daily,20160614,000000,672.000000,681.000000,672.000000,679.000000,990.000000
FXRU [TQTF],Daily,20160615,000000,679.000000,679.000000,670.000000,671.000000,1330.000000
FXRU [TQTF],Daily,20160616,000000,675.000000,679.000000,673.000000,674.000000,640.000000
FXRU [TQTF],Daily,20160617,000000,670.000000,672.000000,667.000000,668.000000,1420.000000
FXRU [TQTF],Daily,20160620,000000,665.000000,665.000000,659.000000,660.000000,2500.000000
FXRU [TQTF],Daily,20160621,000000,662.000000,665.000000,658.000000,658.000000,7000.000000
FXRU [TQTF],Daily,20160622,000000,657.000000,666.000000,656.000000,664.000000,1810.000000
FXRU [TQTF],Daily,20160623,000000,663.000000,670.000000,662.000000,669.000000,1230.000000
FXRU [TQTF],Daily,20160624,000000,674.000000,679.000000,665.000000,669.000000,12910.000000
FXRU [TQTF],Daily,20160627,000000,669.000000,669.000000,664.000000,667.000000,1300.000000
FXRU [TQTF],Daily,20160628,000000,665.000000,668.000000,660.000000,663.000000,1170.000000
FXRU [TQTF],Daily,20160629,000000,660.000000,663.000000,656.000000,659.000000,3570.000000
FXRU [TQTF],Daily,20160630,000000,663.000000,667.000000,660.000000,663.000000,880.000000
FXRU [TQTF],Daily,20160701,000000,663.000000,666.000000,660.000000,665.000000,1740.000000
FXRU [TQTF],Daily,20160704,000000,665.000000,665.000000,658.000000,661.000000,750.000000
FXRU [TQTF],Daily,20160705,000000,664.000000,670.000000,662.000000,670.000000,1470.000000
FXRU [TQTF],Daily,20160706,000000,657.000000,672.000000,656.000000,670.000000,12540.000000
FXRU [TQTF],Daily,20160707,000000,664.000000,664.000000,662.000000,664.000000,4070.000000
FXRU [TQTF],Daily,20160708,000000,667.000000,667.000000,660.000000,663.000000,830.000000
FXRU [TQTF],Daily,20160711,000000,664.000000,667.000000,661.000000,664.000000,15420.000000
FXRU [TQTF],Daily,20160712,000000,663.000000,665.000000,658.000000,664.000000,2300.000000
FXRU [TQTF],Daily,20160713,000000,661.000000,664.000000,659.000000,664.000000,3040.000000
